product_id,name,main_category,sub_category,ratings,no_of_ratings,price (USD),cost (USD)
bx-03CTLG,Women Cancan Skirts White for Heavy Lehenga and Ball Gown with Hoop and Layer Tulle 2 Hoop Skirt,women's clothing,Clothing,3.0,22,18.0,7.8
bx-03D9VE,Michael Kors Analog Rose Dial Women's Watch-MK5896I,accessories,Watches,4.3,21,234.0,39.6
bx-03DBRQ,"pTron Bassbuds Wave ENC Bluetooth 5.3 Wireless in-Ear TWS Earbuds with Mic, 40Hrs Total Playtime, Movie Mode & Deep Bass, ...","tv, audio & cameras",All Electronics,3.7,"24,285",55.0,33.1
bx-03EZ78,"KIROH Analogue Flower Dial Unique Megnetic Strap Analoge Girls and Woman Combo Watches(Pack of 2,Black -Blue)",accessories,Watches,,,12.0,1.3
bx-03F4JO,"BLIVE Full Sleeve Printed Men's Hooded Sweatshirt | Hoodies (Red-Black, Large)",sports & fitness,Yoga,3.2,5,30.0,12.9
bx-03F6KK,"Nirvisha 4 Wheel Vegetable Shopping Foldable Cart Trolley Bags for Grocery, Silver",accessories,Bags & Luggage,3.8,22,49.0,11.1
bx-03H72R,SIRIL Women's Regular Fit Printed Top,women's clothing,Clothing,3.8,171,16.0,8.3
bx-03HV6Y,Boldwink Jara Collection Women's Knee Length regular Dress (New Chikan 20_White Plazo_M),women's clothing,Clothing,3.9,193,21.0,13.7
bx-03IOTQ,Abhi Women's Cotton Sleeveless Blouse,women's clothing,Clothing,4.0,794,11.0,4.7
bx-03JJ7F,CLOCK EMPIRE Frozen & Hello Kitty Kids Analog Led Glowing Light Watch for Kids Digital Watch- for Boys and Girls Set of -2,accessories,Watches,,,12.0,10.4
bx-03KUBP,YOZO Polyester 100 Cms Duffle Bag (1_Multi),accessories,Bags & Luggage,3.8,64,35.0,12.7
bx-03KZZ1,Casio Analog-Digital Pink Dial Women's Watch-BGA-290-5ADR,accessories,Watches,,,102.0,60.5
bx-03LJJD,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Pic...","tv, audio & cameras",All Electronics,4.0,"1,017",84.0,59.3
bx-03MURY,SWADESI STUFF Luxury Mesh Magnet Buckle Quartz Fashion Mysterious Purple Analog Watch - for Women & Girls,accessories,Watches,3.0,16,12.0,7.1
bx-03MXGL,SNDIA Business Card Holder 2 Tiers Acrylic Visiting Card Stand Organizer Clear Card Holder Display for Office (Transparent),"tv, audio & cameras",All Electronics,4.1,512,12.0,4.6
bx-03O83R,KXXO® Flexible Mobile Phone Holder for Car Rear View Mirror Generation Model Anti Shake Fall Prevention | Full Rotation An...,"tv, audio & cameras",All Electronics,5.0,5,16.0,11.4
bx-03OIJV,HYATT Leather Accessories Full-Grain Natural Cro Leather Top-Handle satchel Handbags & Shoulder Sling Bags For Women Offic...,accessories,Bags & Luggage,5.0,5,180.0,25.9
bx-03OLPX,"TRASA Active Printed Yoga Pants for Womens Gym High Waist with Pocket, Tummy Control, Workout Pants 4 Way Stretch Yoga Leg...",women's clothing,Clothing,4.0,2,34.0,25.7
bx-03OTQ7,Enamor Women's Cotton Lightly Padded Wire Free Minimizer Bra,women's clothing,Clothing,4.1,43,10.0,0.9
bx-03PA5V,NEUTRON Heart Analog Grey and Black Color Dial Women Watch - GM385-G527 (Pack of 2),accessories,Watches,,,10.0,4.2
bx-03RG9L,"RainSound Metal Football with Shoes 3D Keychain,Silver",accessories,Bags & Luggage,4.2,29,5.0,3.6
bx-03RRLH,Just Cavalli Analog Silver Dial Women's Watch-JC1L010M0465,accessories,Watches,,,107.0,64.4
bx-03VG71,"BESTOR ® 8K HDMI 2.1 Cable 48Gbps 9.80FT/ Ultra High Speed HDMI Braided Cord-4K@120Hz 8K@60Hz, DTS:X, HDCP 2.2 & 2.3, HDR ...","tv, audio & cameras",All Electronics,4.4,511,24.0,1.6
bx-03WGJL,"Miraan Cotton Printed Readymade Kurti for Women(SANKURTI839, Black)",women's clothing,Clothing,3.6,219,17.0,14.6
bx-03WMTV,MCSID RAZZ - Naruto - Itachi Sacrifice Design Backpack (25 ltrs) - Casual Bag For Men & Women - School / College Bag For B...,accessories,Bags & Luggage,3.0,6,36.0,31.1
bx-03YA57,ACEKING LEATHER BRIEFCASE FOR MEN OFFICE USE SUITACASE BAG WITH INNER MESH POCKETS COLOR,accessories,Bags & Luggage,4.7,4,68.0,56.3
bx-03Z7S8,Small Candy Women's & Girls' Cotton Lightly Padded Non-Wired T-Shirt Push-up Everyday Bra (Combo Pack 2),women's clothing,Clothing,3.5,67,7.0,2.7
bx-03ZEPM,Simon Women's Ankle Length Synthetic Socks (Pack of 3) (76_03_Skin),women's clothing,Clothing,3.8,382,7.0,2.6
bx-03ZGGQ,Isle Locada by Hidesign Women Tote (Violet),accessories,Bags & Luggage,3.4,40,72.0,26.3
bx-03ZHQT,Glam Story Silk Blue Potli for Women,accessories,Bags & Luggage,,,14.0,11.1
bx-03ZVN4,STATUS MANTRA Tshirt for Women Cotton | Half Sleeves Round Neck Western Tees,women's clothing,Clothing,4.0,532,12.0,8.6
bx-040HJQ,Sphinx Artificial Leather Long Flap Cross-Body Sling Bag for Men/Boys - (L x B x H: 25 x 22 x 7 cm) (Tan),accessories,Bags & Luggage,3.9,288,16.0,1.8
bx-040IXH,FORKLS Packing Cubes for Suitcases Organiser Bags Luggage Organiser Set Travel Cubes Laundry Bags for Backpack Clothes Sho...,accessories,Bags & Luggage,4.2,35,12.0,7.3
bx-0415FR,Maxima Analog Black Dial Women's Watch - 25216CMLI,accessories,Watches,3.9,103,15.0,2.1
bx-0419DI,Blessings Tabla Figurine Keychain,accessories,Bags & Luggage,5.0,7,2.0,0.5
bx-041FEV,"DROPOSALE (36 Strips Fashion Body Tape, Clear Fabric Strong Double Sided Tape for Clothes Dress Bra Skin Bikini (Pack of 1)",women's clothing,Clothing,3.7,232,4.0,3.1
bx-041JNA,Spigen Carabiner Lanyard Keychain Strap for Keys and Everyday Carry Items Keychain Ring Carabiner - Black,accessories,Bags & Luggage,4.7,19,23.0,3.7
bx-041OLC,URBANMAC Ear Plugs Soft Silica Gel Noise Reduction for Sleeping/Meditation/Swimming Adult/Child/Reusable for Travel - 5 Pa...,accessories,Bags & Luggage,3.8,28,7.0,3.4
bx-042034,Max Women Kurta,women's clothing,Clothing,4.0,173,6.0,0.7
bx-043XEL,Chumbak Teal Ombre Aztec Watch - Teal,accessories,Watches,4.2,"1,17",34.0,5.0
bx-044TTG,NEUTRON Royal 0 and Analog Black and Blue Color Dial Girls Watch - GX13-(71-L-10) (Pack of 2),accessories,Watches,,,6.0,3.7
bx-044WFZ,Cockatoo Speed Jump Rope,sports & fitness,Fitness Accessories,4.2,41,4.0,3.1
bx-04727T,PALAY® Women Small Cross-Body Phone Bag Stylish PU Leather Mobile Cell Phone Pouch Women Purse Wallet Sling Bag with Detac...,accessories,Bags & Luggage,4.1,28,14.0,10.4
bx-047OEI,SanDisk SDDD3-032G-I35GW Ultra Dual 32GB USB 3.0 OTG Pen Drive (Gold),"tv, audio & cameras",All Electronics,4.3,"191,346",10.0,3.5
bx-047XBA,GO COLORS Women Slim Cotton Leggings,women's clothing,Clothing,4.2,"1,156",7.0,0.2
bx-0484EL,Indicraft Women's Chikankari Faux Georgette Straight Kurta with Matching Slip,women's clothing,Clothing,,,24.0,12.1
bx-048NZK,Niloufer Double Delight Tea Powder - Strong & Tasty (500 Gms),grocery & gourmet foods,"Coffee, Tea & Beverages",4.1,285,3.0,1.3
bx-0499RK,Spigen Liquid Air Back Cover Case for Samsung Galaxy S23 (TPU | Matte Black),"tv, audio & cameras",All Electronics,4.7,178,20.0,6.2
bx-04AZA6,Cosco Nylon Badminton Net (White),sports & fitness,Badminton,4.1,345,11.0,9.2
bx-04B2MC,NEUTRON Branded Analog Black and Silver Color Dial Men Watch - BL46.56-B966 (Pack of 2),accessories,Watches,,,15.0,7.6
bx-04B5VZ,ShopMantra Lionel Messi Artwork Printed Pu Leather Wallet for Men's/Boy's,accessories,Bags & Luggage,4.0,30,14.0,9.9
bx-04CAM8,PALAY Small Women's Wallet -PU Leather Multi Wallets | Credit Card Holder | Coin Purse Zipper -Small Secure Card Case/Gift...,accessories,Bags & Luggage,4.0,"1,161",8.0,6.7
bx-04CJ5I,EXOTIC Latest Cross Body Sling Bag for Girls/Women,accessories,Bags & Luggage,4.3,"2,594",24.0,19.3
bx-04D22H,SHREE NATHJI TAIMS Man Women Purple Belt,accessories,Watches,,,7.0,2.2
bx-04EEF1,SIGHTBOMB Square Neck V Cap Sleeve Ribbed Tops for Women,women's clothing,Clothing,3.8,238,14.0,0.3
bx-04EM6C,EXOTIC Stripe Sling Bag for Girls/Women,accessories,Bags & Luggage,4.6,41,28.0,22.5
bx-04FIR1,"Nivia 7067 Isomatrix Power 1000 Badminton Racket (G3, Black, White and Orange)",sports & fitness,Badminton,3.9,48,10.0,6.5
bx-04GY3I,"CableCreation Usb C To Micro B 3.0 (Gen 2/10G), 1Ft Usb 3.1 Type C Cable Braided For Macbook (Pro), Hdd External Hard Driv...","tv, audio & cameras",All Electronics,4.4,"10,581",38.0,14.5
bx-04HMKF,"NEVER QUIT Gym Compression Men's Skin Tight Shorts with Mobile Pocket for Gym, Running, Cycling, Swimming, Basketball, Cri...",sports & fitness,Yoga,3.8,5,10.0,6.8
bx-04HZB8,Lymio Tops for Women || Tops for Women Women Tops || Tops || top for Women || top || Women top (602-607),women's clothing,Clothing,5.0,12,18.0,0.9
bx-04I4F6,NEUTRON Analogue Analog Blue and Black Color Dial Women Watch - GX2-(29-L-10) (Pack of 2),accessories,Watches,,,7.0,5.4
bx-04J6X1,New Present Georgette Sequence Work Un-Stitched Dress Material With Dupatta For Womens,women's clothing,Clothing,,,12.0,5.5
bx-04JD08,Daniel Klein Analog Gray Dial Women's Watch-DK.1.12561-4,accessories,Watches,,,47.0,16.3
bx-04KBX2,Naveen Dyeing.Yoga and Exercise mat of6mm (Light Wine) Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly,sports & fitness,Fitness Accessories,,,14.0,2.2
bx-04LMYM,Little Cubess Combo Men's Artificial Leather Personalized Wallet and Passport Cover/Luggage Tag Sunglasses Cover Gift for ...,accessories,Bags & Luggage,5.0,2,18.0,11.0
bx-04MHXR,Titan Viva Analog Rose Gold Dial Women's Watch-NM2620WM01 / NL2620WM01,accessories,Watches,4.5,46,68.0,7.1
bx-04OWF2,Fastrack Analog Black Dial Women's Watch-NL6134SM01/NP6134SM01,accessories,Watches,4.2,58,32.0,0.3
bx-04PPRP,Rajnandini Women's Pure Cambric Cotton Embroidered Kurta Set With Dupatta (JOPLVL212-S_Grey & White_S),women's clothing,Clothing,3.9,873,56.0,23.6
bx-04PVHL,VSTAR Joy+ D Cup Women's Cotton Non-Padded Non-Wired Full Coverage Bra for Heavy Bust,women's clothing,Clothing,4.1,258,4.0,3.2
bx-04PWYU,"Lightweight Heavy Duty Fabric Travel Luggage Duffel Bag (Green,50 litres)22Inch",accessories,Bags & Luggage,2.6,7,29.0,13.7
bx-04QIWS,Aegean-Toiletry kit I Shaving Pouch Box for Men Travel Toiletry Kit I Travel Cosmetic Makeup Bag Pouch I Kit Organizer for...,accessories,Bags & Luggage,,,4.0,1.4
bx-04QRW7,OxiClear Kids N99 Anti Pollution Face Mask with 4 Activated Carbon Filters & Detachable Headband D.R.D.O Certified (Mini M...,accessories,Bags & Luggage,4.2,"2,376",8.0,6.0
bx-04RCSJ,Pujia Mills Women's Embroidery Work Real Mirror Sleeveless Readymade Blouse,women's clothing,Clothing,3.3,700,24.0,15.7
bx-04RW00,"Prolet 20mm Nylon Sport Replacement Bands and Loop Compatible With (ONLY 20mm Lugs Size) Amazfit GTS 2 Mini, Amazfit Bip,A...","tv, audio & cameras",All Electronics,4.1,250,8.0,1.9
bx-04S2C3,"PALAY® BTS Backpack For Boys Kpop BTS Bangtan School Backback For Student with Cable Vent, Backpack Travel Bag Backpack La...","tv, audio & cameras",All Electronics,4.1,37,30.0,20.0
bx-04SEFL,"MS PET HOUSE Rawhide Pressed Bone Chew Calcium Treat for Adult Dog (8 Inches, 1 kg, Beef)",pet supplies,Dog supplies,4.0,137,12.0,8.8
bx-04SM7H,Desire Diet Tea Cardamom flavoured Instant Premix 500 GMS for manual and vending machine usage,grocery & gourmet foods,"Coffee, Tea & Beverages",3.0,2,5.0,1.4
bx-04SWK6,helix Analog Pink Dial Women's Watch-TW032HL15,accessories,Watches,3.8,4,20.0,5.2
bx-04SZ6Y,"Redmi 20000mAh Power Bank, USB Type C, Micro USB Ports, Dual USB Output, 18W Fast Charging, Low Power Mode, (White)","tv, audio & cameras",All Electronics,4.2,"36,399",38.0,30.0
bx-04U0XQ,Buynewtrend Georgette Floral Print Women Long Shirt,women's clothing,Clothing,1.0,1,17.0,8.1
bx-04UACT,Swiss Military 25 Ltrs Grey Casual Backpack with Combo Offer,accessories,Bags & Luggage,3.7,12,18.0,8.6
bx-04WJPQ,Lacoste Lacoste.12.12 Analog White Dial Women's Watch-2001151,accessories,Watches,3.6,3,,0.0
bx-04WJYU,Baggit Women's Satchel Bag (Black),accessories,Bags & Luggage,4.0,7,35.0,29.4
bx-04YBPH,CEDO Clear Case for iPhone 13 Pro | Soft Flexible Full Protection Shock Proof TPU Back Cover for iPhone 13 Pro (Transparent),"tv, audio & cameras",All Electronics,4.1,66,12.0,4.7
bx-04YRUS,NEUTRON Technology Analog Orange and Rose Gold Color Dial Girls Watch - GM354-GX7 (Pack of 2),accessories,Watches,,,8.0,0.9
bx-04YXTO,Lux Lyra Women's Relaxed Fit Cotton Leggings,women's clothing,Clothing,4.0,278,6.0,0.4
bx-04ZFSE,Hidesign Women's Gwen 02 Handbag,accessories,Bags & Luggage,4.1,13,76.0,45.1
bx-04ZR5X,DISOLVE� Women�s Hipster Panty � Pack of 5 Full Coverage High Waist Underwear | Bamboo Cotton Anti-Bacterial 4-Way Stretch...,women's clothing,Clothing,3.0,18,12.0,7.5
bx-050IZJ,Lavie Women's Omnia Satchel Bag | Ladies Purse Handbag,accessories,Bags & Luggage,4.1,"1,019",51.0,4.7
bx-0510S3,sindhwani ENTERPRISE0S.Yoga and Exercise mat of 10mm (Coffee) Yoga Mat with Yoga Mat Carry Strap 100% Eco Friendly,sports & fitness,Fitness Accessories,,,,0.0
bx-052Q9H,Sage Square Buckle Strap Strap Net Wire Muzzle Cum Mouth Cover Cum Basket Cage Cum Pet Safety Collar for Anti Biting Dog (...,pet supplies,Dog supplies,3.2,62,5.0,3.2
bx-0535X0,Sonata Act Safety Watch Analog Blue Dial Women's Watch-90057YL04 / 90057YL04,accessories,Watches,3.0,20,40.0,12.3
bx-053J66,The SV Style Unisex White Hoodie with Black Print:Zip Pooh/Printed White Hoodie/Graphic Printed Hoodie/Hoodie for Men & Wo...,sports & fitness,Yoga,3.3,9,18.0,4.7
bx-053J75,"HP Ink Tank 316 All-in-one Colour Printer with Upto 7500 Black and 8000 Colour Pages Included in The Box - Print, Scan & C...","tv, audio & cameras",All Electronics,4.1,"4,503",158.0,32.6
bx-0549MG,RPS FASHION WITH DEVICE OF R Analog Multi Color Combo Pack of 3 Wrist Watch for Girl&Boy,accessories,Watches,3.8,4,8.0,4.9
bx-05648J,GROOT Rich Analog Brown and Black Color Dial Men Watch - BL46.71-B38 (Pack of 2),accessories,Watches,,,13.0,10.1
bx-056XXY,Stainless Steel Metallic Premium Silver Color Merceedis Logo Keychain Anti-Rust,accessories,Bags & Luggage,3.4,3,5.0,1.0
bx-057BTC,"Samsung Galaxy Buds2 Pro, Bluetooth Truly Wireless in Ear Earbuds with Noise Cancellation (Graphite, with Mic)","tv, audio & cameras",All Electronics,4.4,"1,708",240.0,159.9
bx-057U62,Trajectory Inflatable Air Pillow Travel headrest Accessory in Check Design with 2 Years Warranty for Plane Flight Bus and ...,accessories,Bags & Luggage,3.7,362,14.0,3.5
bx-058JZG,ANNI DESIGNER Women's Cotton Blend Embroidered Straight Kurta with Pant & with Dupatta (Dalfuna),women's clothing,Clothing,4.0,192,31.0,14.0
bx-05BO4N,"Misty Mountain Premium Whole Leaf Pure Orthodox Black Tea Caddy Tin, Brisk, Energizing Brew - 150 Grams (75 Cups)",grocery & gourmet foods,"Coffee, Tea & Beverages",3.9,45,4.0,3.1
bx-05DKPC,"MARK AMPLE Air Inflammable Velvet Travel Pillow, Neck Pillow for Travel, Soft Comfort, Camping,Sleeping Tourist Pillow, Ul...",accessories,Bags & Luggage,3.8,36,8.0,3.6
bx-05DW7D,EditLook Women's High Waist Slim Fit Ice Blue Jeans,women's clothing,Clothing,3.9,91,19.0,9.9
bx-05FNNZ,FRAULEIN Women's Skorts Skirts Flared Skater Style with Attached Inner Shorts and Mobile Pockets,women's clothing,Clothing,3.9,59,12.0,1.6
bx-05G0IN,RVB Fashions Women's Cotton Hipster Panty (Pack of 5),women's clothing,Clothing,3.9,"3,805",7.0,0.8
bx-05GB2H,SIGHTBOMB Ribbed Polo Button UP Crop Tops for Women,women's clothing,Clothing,3.8,146,14.0,7.1
bx-05GD4O,"Nokia T10 Android 12 Tablets with 8 HD Display, 8MP Rear Camera, AI face Unlock, All-Day Battery, WiFi | 4 + 64GB, 8 inche...","tv, audio & cameras",All Electronics,3.9,96,174.0,150.6
bx-05GYW5,TIMEX Analog Brown Dial Women's Watch-TW000W218,accessories,Watches,4.0,1,,0.0
bx-05H7SG,Cerruti 1881 BRETAGNA Analog Brown Dial Women's Watch-CIWLG2225502,accessories,Watches,5.0,1,324.0,142.6
bx-05IFUE,LOUIS STITCH Mens Wallet Brown RFID Blocking Italian Leather Wallets for Men Card Holder |Prague_Hsbr|,accessories,Bags & Luggage,4.6,17,50.0,0.3
bx-05JABK,StyleStone Women's Denim Dress with Shoulder Placket,women's clothing,Clothing,4.0,277,23.0,5.4
bx-05JDNI,Istara Tie Down Strap Heavy Duty Lashing Strap Cargo Ratchet Strap Rope Cam Buckle Truck Padded Cam Lock Buckle Break Stre...,accessories,Bags & Luggage,3.3,37,12.0,9.3
bx-05KJ89,STLYZ Handicraft Rajasthani Embroidered Umbrella for Party Event Wedding Anniversary Festival Diwali Navratri Decoration Item,accessories,Bags & Luggage,3.3,79,12.0,5.2
bx-05KYVI,Protoner PRO666 WSG Badminton Net,sports & fitness,Badminton,2.0,1,,0.0
bx-05L7LQ,"TECHONTO 22MM Watch Band Strap with Stainless Steel Buckle Compatible with ColorFit Pro 4/Pro 4 Max/Ultra/Ultra 2, Amazfit...","tv, audio & cameras",All Electronics,4.0,572,13.0,6.5
bx-05M56W,Sonata analog White Dial Women's Watch NM8107YM01/NN8107YM01/NP8107YM01,accessories,Watches,4.3,219,21.0,1.2
bx-05MQUW,NEUTRON Unique Analog Black Color Dial Women Watch - GL286-GO156 (Pack of 2),accessories,Watches,Get,FREE Delivery by Amazon,16.0,12.5
bx-05MS3C,NEUTRON Casual Analog Black Color Dial Girls Watch - G524-(68-L-10) (Pack of 2),accessories,Watches,,,8.0,4.8
bx-05MZXW,"WILD MODA Premium Faux Leather Unisex Cross Body Backpack for Travel, College, Tuition etc",accessories,Bags & Luggage,4.5,2,48.0,3.4
bx-05O5WR,Mathey-Tissot Analog Black Dial Women's Watch-D910AN,accessories,Watches,Get,Only 1 left in stock.,234.0,144.3
bx-05OD7B,GoSriKi Women Kurta and Pant with Dupatta Set,women's clothing,Clothing,3.6,290,31.0,22.9
bx-05ODQV,Ajanta Quartz Women's Stainless Steel Bracelet Watch,accessories,Watches,4.2,274,29.0,17.3
bx-05P019,"Intellilens Edge Ultra Thin Reading Glasses (Pack of 2) For Men and Women (Black, 1.50)",women's clothing,Clothing,3.3,6,60.0,14.5
bx-05RBBV,MEZON Women Wallet Coin Purses Female Fashion Card Holder Multifunction Money Clip Clutch Bag Tri Fold Wallet (Random Color),accessories,Bags & Luggage,,,6.0,3.3
bx-05SDKO,"Provical.Pet Fortified with Natural Collagen, Amino Acids and Minerals | White and Yellow | Liquid | 200Ml",pet supplies,Dog supplies,,,3.0,2.3
bx-05SFBB,Joker & Witch Gratitude Silver Analog Watch Bracelet Gift Set for Women,accessories,Watches,,,64.0,34.0
bx-05SYNT,Fastrack Reflex Vox Smartwatch|Alexa Built-In|Bright HD Display|Upto 10 Days Battery|5 ATM Water Resistance|Multiple Sport...,"tv, audio & cameras",All Electronics,4.0,"2,151",84.0,27.1
bx-05T7SN,"HIVER Ear Muffs Warmer for Kids, Girls and Women - Winter Ear Warmers - Soft & Warm Cable Knit Furry Fleece Earmuffs - Ear...",women's clothing,Clothing,4.0,1,10.0,3.7
bx-05TTNA,MAESTRA Black Metal Unisex RFID Blocking Card Holder,accessories,Bags & Luggage,3.9,202,12.0,5.2
bx-05TVXK,HP 46 Tri-Color Original Ink Advantage Cartridge,"tv, audio & cameras",All Electronics,4.3,"2,323",11.0,7.5
bx-05URQ8,NEUTRON Branded Analog Orange and White Color Dial Girls Watch - G541-GC45 (Pack of 2),accessories,Watches,,,9.0,3.9
bx-05VJYT,DIAMO Rajasthani Jaipuri Traditional Ethnic Block Print Long Skirt for Women Knot with Elastic Free Size,women's clothing,Clothing,3.4,38,16.0,4.0
bx-05VP2T,Analogue Girls' Watch (White Dial Purple Colored Strap),accessories,Watches,3.0,1,5.0,1.9
bx-05VRQZ,NEUTRON Chronograph Analog White and Black Color Dial Women Watch - G119-(8-L-10) (Pack of 2),accessories,Watches,,,8.0,2.7
bx-05VY7I,"Time Up Digital Dial Colorful Alarm Function,Waterproof,Multicolor Backlight Watch for Boys & Girls- EF55",accessories,Watches,4.6,9,12.0,4.7
bx-05WG24,Caprese Women's Western (Navy),accessories,Bags & Luggage,4.0,1,36.0,25.5
bx-05YJLQ,"Colombian Brew Blueberry Chocolate Mocha Instant Coffee, No Sugar Vegan, 50g",grocery & gourmet foods,"Coffee, Tea & Beverages",4.2,668,2.0,0.0
bx-05YW6T,"65W Charger for OnePlus Nord CE 2 5G Ultra Charger Original Adapter Like Qualcomm QC 4.0 Quick Charge, Rapid, Dash, VOOC, ...","tv, audio & cameras",All Electronics,3.0,2,19.0,14.7
bx-05Z1C2,Skagen Analog White Dial Women's Watch-SKW2785,accessories,Watches,4.1,67,120.0,71.3
bx-0605J6,DUCHESS Women's Potli Bag (Multi),accessories,Bags & Luggage,3.9,24,24.0,10.7
bx-060P0E,"Orbit Art Gallery La Couspaude Upcycled Canvas Bag White Tote Bag Leather Tote Canvas Bag, Brown",accessories,Bags & Luggage,,,24.0,19.9
bx-060QDG,Amazon Brand - Myx Women's Cotton Straight Kurta,women's clothing,Clothing,3.8,518,23.0,9.0
bx-061S4M,OM DESIGNER Steel Belt Analog Wrist Watch for Women & Girls BL-72,accessories,Watches,,,10.0,3.5
bx-061TUU,SOURBH Ikat Dyed Printed Art Silk Women's Saree with Blouse Piece,women's clothing,Clothing,3.7,280,23.0,17.1
bx-0623UX,Acnos 4 Point Blue and Silver Color with Trending Magnetic Analogue Metal Strap Watches for Girl's and Women's Pack of - ...,accessories,Watches,4.0,1,30.0,19.0
bx-0624VO,Carlton London Analog Blue Dial Women's Watch-CL001RBLR,accessories,Watches,,,56.0,22.7
bx-0627QC,Fly High Silver Watch Charm,accessories,Watches,3.0,1,15.0,2.9
bx-062HM5,Nester Flowered Dial Leather Strap for Girls and Women Analog Combo Watch,accessories,Watches,3.8,17,18.0,15.4
